TeamName,TeamID,Season,Seed,G,W,L,Eff,FGM,FG%,eFG%,FGA,FGM3,FG3%,FGA3,FTM,FT%,FTA,OR,ORB%,DR,DRB%,Ast,TO,TOV%,Stl,Blk,PF,OFGM,OFGA,OFG%,OeFG%,OFGM3,OFGA3,OFG3%,OFTM,OFTA,OFT%,OOR,OORB%,ODR,ODRB%,OAst,OTO,OTOV%,OStl,OBlk,OPF
Akron,1103,2014,0.0,0.9,0.6176470588235294,0.41379310344827586,0.39002327901563016,0.5294117647058824,0.4949953865585687,0.5076913505447151,0.6610169491525424,0.4691780821917808,0.4963696257633612,0.42303552206673845,0.4422657952069717,0.21540520611556757,0.5677710843373494,0.6633416458852868,0.7348722444580997,0.5759878419452887,0.3713968113723287,0.32608695652173914,0.7017543859649122,0.506910335832627,0.4489795918367347,0.48068669527896996,0.588469184890656,0.21428294455554137,0.16397497735997127,0.47483700368245924,0.5190833007994693,0.41860465116279066,0.3091920724697659,0.5260777675477869,0.2738198099128113,0.29227227045210497,0.3289519550086422,0.1519076277375637,0.21231136927162733,0.20874355714553208,0.6531281863177777,0.3613901458352685,0.26321570125590943,0.27612263903057876,0.18156520882584706,0.24498020361990952,0.16317425763224444
Akron,1103,2015,0.0,0.95,0.5882352941176471,0.4827586206896552,0.44939063753203323,0.5434173669467787,0.37250256741432286,0.4944907635490754,0.7436440677966102,0.7636986301369864,0.5049135010937501,0.6846071044133477,0.31808278867102396,0.38620045950603105,0.3674698795180723,0.6658354114713217,0.6604127864244401,0.6762917933130699,0.40892600686358416,0.43280632411067194,0.6374269005847953,0.4181450803368018,0.43197278911564624,0.5364806866952789,0.6938369781312127,0.2612366817978691,0.16643215538817105,0.6211703536593389,0.6146005828555899,0.32541195408141654,0.23650865823395034,0.49314046983530063,0.20861165580548593,0.18380180609282776,0.5573118020111519,0.12130036533065068,0.239900188208966,0.14388984447595776,0.5691704773985524,0.36853902512461945,0.2881670418841692,0.31359812704514406,0.11787413591884363,0.29296874999999994,0.24895071610921207
Akron,1103,2016,0.0,0.9,0.7352941176470589,0.27586206896551724,0.5450615231127368,0.6400560224089635,0.5050163813892155,0.6809471029453046,0.7846045197740112,1.0,0.7125069504479766,0.7739504843918191,0.3660130718954248,0.507281199113593,0.37650602409638556,0.49875311720698257,0.48454466259246376,0.7492401215805471,0.47474495529288613,0.5454545454545454,0.47076023391812866,0.2372733173311615,0.30612244897959184,0.4291845493562232,0.5904572564612326,0.16810514573600102,0.10672914512889625,0.5209531112616603,0.5309592763077565,0.2801771871539313,0.14885557950433068,0.6840859712166332,0.34243433104480947,0.3084310804551657,0.5776804989206028,0.12824904112032828,0.29195126468310223,0.11481599933972286,0.38971560938971755,0.314516887170263,0.3519970681282909,0.4212016785964611,0.2672252232388932,0.43693438914027144,0.22917313062364258
Akron,1103,2017,0.0,0.9,0.7352941176470589,0.27586206896551724,0.5396740937811771,0.6554621848739496,0.6960566837481159,0.7993600190124509,0.702683615819209,0.8082191780821918,0.6098619283121403,0.6684607104413348,0.46405228758169936,0.45897201503990814,0.4924698795180723,0.45885286783042395,0.5255417966110342,0.6717325227963525,0.5566149006857506,0.5454545454545454,0.5497076023391813,0.3482348016981982,0.3163265306122449,0.3261802575107296,0.6242544731610338,0.15784145571947195,0.13760135361160936,0.3746332755326697,0.3512690327279858,0.19321790800122943,0.16723520485584217,0.3019714162983728,0.31170350304746663,0.31534559769853887,0.40004902659915764,0.23211976370050796,0.36415276114219164,0.18392689472070325,0.4293728041983464,0.3295532909355605,0.3687070261105086,0.40581987675009934,0.26307852599254217,0.6350806451612903,0.1787190082644628
Akron,1103,2018,0.0,0.8,0.38235294117647056,0.6206896551724138,0.38087044208674387,0.5126050420168067,0.49812846122318694,0.597798533424755,0.6398305084745762,0.6712328767123288,0.5327860801437516,0.5877287405812702,0.2984749455337691,0.5328004971094922,0.30120481927710846,0.3915211970074813,0.4439485114800096,0.5455927051671733,0.5481287444883076,0.391304347826087,0.6812865497076024,0.5489487698552361,0.336734693877551,0.2017167381974249,0.6540755467196819,0.18316594930655186,0.19902996059214906,0.2625158286561243,0.20169197480982778,0.13671599718111344,0.1086330172158135,0.3141433378382782,0.23082298028145407,0.2555902578527013,0.29420860514430885,0.31034522137334847,0.3562433009284931,0.16858605961671766,0.3516443596727128,0.24696202967399905,0.30946545671325426,0.29835177187170575,0.24691059531485068,0.19911504424778761,0.305187138717245
Alabama,1104,2014,0.0,0.8,0.35294117647058826,0.6551724137931034,0.40890824634991463,0.4271708683473389,0.532339829084846,0.49210272802777616,0.5247175141242938,0.2773972602739726,0.4186778894784543,0.2744886975242196,0.5054466230936819,0.47860872508229296,0.5271084337349398,0.4164588528678304,0.5410348701944904,0.5030395136778115,0.27377146517771594,0.25889328063241107,0.5,0.42719630776607287,0.41836734693877553,0.44635193133047213,0.6003976143141153,0.2946809227108253,0.2283022982979445,0.5175400785780638,0.5318055071696908,0.4044242768009076,0.25934766670645,0.652745532262417,0.19053453347192428,0.24014896822887946,0.16504879985654605,0.13178002582866982,0.14674139142992432,0.2385499470873428,0.44468798865832726,0.3317476679194064,0.3379411079828108,0.3050923218335702,0.3449286750483559,0.14443277310924368,0.22473305364183585
Alabama,1104,2015,0.0,0.8,0.5,0.4827586206896552,0.401898795284122,0.39775910364145656,0.5324925602043568,0.5416699332194995,0.490819209039548,0.3664383561643836,0.35931789845512546,0.3821313240043057,0.5359477124183006,0.6382930471286308,0.49849397590361444,0.3865336658354115,0.5421748657658421,0.5273556231003039,0.40587012525010097,0.233201581027668,0.5233918128654971,0.4847697022433355,0.3707482993197279,0.3648068669527897,0.6083499005964215,0.332311477122288,0.2562417838150279,0.5420002654431232,0.4928268681251569,0.28344265553567877,0.18882035252323515,0.5313220891522661,0.28298122589962343,0.2935959087843991,0.3666739958956311,0.207000700070007,0.2375996785420908,0.27087274258464844,0.4458221708454155,0.3428994198045247,0.3644626967830253,0.301714560023663,0.45802645935624653,0.5009191176470588,0.20040299484493906
Alabama,1104,2016,0.0,0.85,0.5294117647058824,0.4827586206896552,0.3781821582973062,0.45098039215686275,0.4644264155084867,0.5270939224779795,0.5840395480225988,0.5273972602739726,0.47148238596726544,0.4865446716899892,0.42701525054466233,0.3043866921251911,0.5135542168674698,0.4314214463840399,0.47339089879195884,0.648936170212766,0.2798353122325134,0.26679841897233203,0.672514619883041,0.550651533171359,0.3197278911564626,0.6094420600858369,0.6481113320079522,0.2524719841793013,0.1623458692283301,0.6069088979264813,0.5681594013847456,0.24926620004515687,0.16465306438050317,0.5079455061832807,0.23906700050829277,0.20238935542816436,0.6171546206851427,0.05640708301599393,0.15057498365886268,0.15986736297424906,0.3791391242655164,0.3613901458352685,0.33991797059463363,0.3676632246531565,0.3111847459597721,0.3200927109974424,0.1682900432900433
Alabama,1104,2017,0.0,0.9,0.5588235294117647,0.4827586206896552,0.44389757233122723,0.5392156862745098,0.4479622424725134,0.43765193077521913,0.6970338983050848,0.4143835616438356,0.3413001812281079,0.4370290635091496,0.5010893246187363,0.343600647909722,0.5768072289156626,0.6633416458852868,0.6912479077772039,0.7872340425531915,0.6208845990158905,0.3438735177865613,0.7660818713450293,0.5351251403260833,0.38095238095238093,0.48068669527896996,0.7137176938369781,0.27474892395982786,0.17139576445627178,0.6476623784650746,0.6051379264823402,0.26126333563588916,0.1814362708088834,0.48444012898243954,0.23410027456464905,0.19817924567499778,0.6142886554371444,0.21820766692053822,0.42763295359117004,0.17124498442717243,0.6033140863536649,0.47686913245108015,0.23547961278967433,0.2535318595090209,0.2092113338788871,0.26801470588235293,0.14093000557724486
Alabama,1104,2018,0.1111111111111111,0.95,0.5588235294117647,0.5172413793103449,0.5208533030771336,0.6456582633053222,0.6471126951259278,0.6013402899384469,0.7161016949152542,0.410958904109589,0.3754138510780705,0.418729817007535,0.5947712418300654,0.4359705588343432,0.6355421686746988,0.5012468827930174,0.5055447748787834,0.7963525835866262,0.4483375444484455,0.4407114624505929,0.8333333333333334,0.5693265738284078,0.4489795918367347,0.6824034334763949,0.7037773359840954,0.17247012744923498,0.09815074465677424,0.5694773706245672,0.5222251022581238,0.17225068979109184,0.08385198387682982,0.5657194943700663,0.21483057230634386,0.19195023608794576,0.5450677079753171,0.08867333433850995,0.2704758239698202,0.1310004177882606,0.40987388897495963,0.2821491926997204,0.23547961278967433,0.31672694670370743,0.1558938069908814,0.1370059742647059,0.10977494857532347
Alabama A&M,1105,2014,0.0,0.65,0.35294117647058826,0.5517241379310345,0.34564112309373357,0.2857142857142857,0.3421784582800836,0.3408073554232125,0.4406779661016949,0.2534246575342466,0.3696423847717024,0.2680301399354144,0.3485838779956427,0.40015316867700634,0.39457831325301207,0.33665835411471323,0.4526820336339983,0.45288753799392095,0.2874418919015049,0.2924901185770751,0.5116959064327485,0.5371605327494898,0.282312925170068,0.37339055793991416,0.6421471172962226,0.4412495239555165,0.33849041159531434,0.6004148614730057,0.6348869463827466,0.610900787212307,0.448678045700741,0.6038743948968475,0.13974447855798755,0.12787672007764542,0.493312994722954,0.17331501936320798,0.15542627110593063,0.23323985083533436,0.35973679647551193,0.632968419945482,0.35818041567528214,0.2668585019494334,0.3111847459597721,0.34203569068076667,0.30168344510471884
Alabama A&M,1105,2015,0.0,0.65,0.23529411764705882,0.6896551724137931,0.25181006223573565,0.25210084033613445,0.26860896801601064,0.2641242784752429,0.4314971751412429,0.2191780821917808,0.2004459255986649,0.294940796555436,0.3202614379084967,0.33590602989225415,0.3870481927710843,0.5187032418952618,0.7329941145785831,0.3541033434650456,0.18411023304994398,0.2648221343873518,0.5847953216374269,0.6259863532740256,0.24489795918367346,0.16738197424892703,0.5188866799204771,0.306862434552535,0.3071896588562068,0.3220878894787195,0.3610965358885079,0.4924326319675156,0.38930317157468897,0.48357082669792484,0.4308385134780862,0.31814223365366123,0.9428488281856267,0.17532883723154927,0.09333613869987217,0.3294787077826726,0.6509460396396628,0.4167797760434339,0.4669849830533634,0.35203673148939507,0.25897435897435894,0.3906803685329554,0.31049170469964227
Alabama A&M,1105,2016,0.0,0.65,0.29411764705882354,0.6206896551724138,0.36468953394460535,0.35294117647058826,0.3904945966533187,0.3570070868197431,0.501412429378531,0.2328767123287671,0.1610736096684043,0.3261571582346609,0.35294117647058826,0.4761669284988833,0.37349397590361444,0.4463840399002494,0.60131745984915,0.4194528875379939,0.4001935048443227,0.2984189723320158,0.3888888888888889,0.354259131073424,0.24149659863945577,0.14163090128755365,0.4970178926441352,0.30194788486833307,0.2974161041622831,0.3348508151920572,0.35522768136040633,0.4234496124031008,0.30508071740680465,0.5525646471343916,0.41082775275318134,0.34712053384654,0.7041556728232184,0.28252591145402167,0.23335217882446097,0.2685562297398387,0.5060724032143558,0.41410517560985927,0.5122553479063239,0.39499716229738363,0.40373952288845905,0.4272151898734177,0.25997649154571734
Alabama A&M,1105,2017,0.0,0.7,0.058823529411764705,0.9310344827586207,0.1974381615311399,0.3235294117647059,0.3250477536081397,0.239876310442684,0.4957627118644068,0.0958904109589041,0.11184614162438795,0.19052744886975242,0.3464052287581699,0.41110798765919493,0.3885542168674699,0.39650872817955113,0.5207210674944414,0.4027355623100304,0.1879917733317613,0.2509881422924901,0.5497076023391813,0.5278055145891091,0.05782312925170068,0.1072961373390558,0.46520874751491054,0.17247012744923498,0.19724312964960747,0.23402290624998728,0.22464400951243674,0.22661740201405486,0.1993004295157017,0.30455647658400403,0.4157548355261271,0.38613934285410423,0.5438383522859429,0.14260707838739672,0.09552798806211585,0.2385499470873428,0.42464469187301795,0.23139771904112122,0.6642106534605627,0.6263322408473441,0.22384751773049644,0.208664546899841,0.3158559843703968
Alabama A&M,1105,2018,0.0,0.8,0.08823529411764706,0.9655172413793104,0.16294023622300655,0.38375350140056025,0.29181251029123106,0.2791242621674175,0.588276836158192,0.2910958904109589,0.2637689527737282,0.3455328310010764,0.20697167755991286,0.33446198244954173,0.26656626506024095,0.486284289276808,0.5393574178818349,0.5197568389057751,0.36072224402295333,0.2707509881422925,0.9298245614035088,0.831570793902436,0.12585034013605442,0.0944206008583691,0.4254473161033797,0.124120399246324,0.15232415819063028,0.21241632683043174,0.2050589144679491,0.1908064735482116,0.19448872113336987,0.20175056907944733,0.4679008839718918,0.4449077814555153,0.508234009644254,0.1793917001029549,0.2047200756724017,0.17302892035789905,0.44302091368624197,0.1738097696994733,0.4137955104676257,0.4228964091440318,0.11787413591884363,0.06573821581612778,0.32310300114046464
Alabama St,1106,2014,0.0,0.65,0.47058823529411764,0.41379310344827586,0.3922039051736424,0.38795518207282914,0.39550349027908355,0.32810129130121646,0.5416666666666666,0.1780821917808219,0.15958878479282557,0.2658772874058127,0.44880174291938996,0.48242643468616075,0.4683734939759036,0.5586034912718204,0.6898306902655189,0.3844984802431611,0.24578437057105643,0.26679841897233203,0.41812865497076024,0.3384784701525995,0.3435374149659864,0.3090128755364807,0.44532803180914515,0.29951170251414705,0.2878563852853433,0.35432693262200693,0.3999028560027975,0.510120585701981,0.3516643112532319,0.638801979012704,0.3298876757521012,0.3309507359683166,0.4118478755345273,0.19399261354706895,0.12942599513660571,0.2504972870517908,0.6017257974608247,0.41410517560985927,0.2968898682826664,0.21508287052152225,0.42711774811682296,0.3655095759233926,0.25207335253506247
Alabama St,1106,2015,0.0,0.6,0.5,0.3448275862068966,0.5179913535084801,0.41596638655462187,0.5081930041549597,0.43528187695242626,0.5225988700564972,0.1952054794520548,0.5291646830411281,0.1668460710441335,0.24618736383442266,0.3620162379496095,0.2996987951807229,0.5486284289276808,0.7602940318447389,0.5030395136778115,0.5083371986821148,0.3142292490118577,0.5087719298245614,0.47753148894714353,0.2653061224489796,0.36909871244635195,0.3856858846918489,0.370591571852791,0.29289120695770987,0.5405056079467081,0.5394303280709428,0.42835551655209403,0.3409355580721639,0.45652803395720815,0.5198000012690276,0.4430755889579419,0.727999022497262,0.30747695459201096,0.32050152962280787,0.3281422886871422,0.6830070087228236,0.44728668006577743,0.3974446725986767,0.28804621968571376,0.25089102494869847,0.4272151898734177,0.38943150513398445
Alabama St,1106,2016,0.0,0.7,0.35294117647058826,0.5862068965517241,0.39429606779583265,0.4481792717086835,0.30574739743755713,0.3015195347077379,0.6624293785310734,0.3561643835616438,0.4133532579438277,0.35091496232508074,0.3115468409586057,0.5209178572188339,0.3177710843373494,0.5685785536159601,0.5981530539321137,0.5227963525835866,0.4686566069353679,0.2766798418972332,0.4502923976608187,0.3055836486056826,0.272108843537415,0.3562231759656652,0.6500994035785288,0.24708963631286524,0.2500926407827626,0.30894504297015213,0.3254038691389971,0.36068787311770467,0.2826878029376666,0.4460125931398401,0.2526176757719033,0.19713394713394722,0.7203981064721394,0.2590330461617591,0.2869265841248839,0.15986736297424906,0.502777129811494,0.3061714306977667,0.3644626967830253,0.320080775593515,0.3499696048632219,0.22365196078431368,0.3630222229452723
Alabama St,1106,2017,0.0,0.75,0.20588235294117646,0.7931034482758621,0.22636514798802787,0.4117647058823529,0.2484424805052492,0.2422643095510295,0.6475988700564972,0.3219178082191781,0.21955031445632447,0.39720129171151775,0.30501089324618735,0.2810446757540519,0.39006024096385544,0.6907730673316709,0.708167258265922,0.5562310030395137,0.39650759571505123,0.1600790513833992,0.7923976608187134,0.6294393293762227,0.20408163265306123,0.2703862660944206,0.6381709741550696,0.21724333522404993,0.20172573566421068,0.3616781421533459,0.36485641189822604,0.30028559771521823,0.2398288117342175,0.40431395300650613,0.21483057230634386,0.18989649914019657,0.5566880462772509,0.1814409511126551,0.23061211940156806,0.16682466216844177,0.6224200200574364,0.30206373199247305,0.34995753464420487,0.3454930590251929,0.18490846115784262,0.32724628312863613,0.2845465044772089
Alabama St,1106,2018,0.0,0.8,0.23529411764705882,0.7931034482758621,0.3126875999013055,0.49299719887955185,0.36002306245515947,0.35280255526837273,0.6885593220338984,0.3835616438356164,0.3921142803406545,0.38536060279870826,0.3660130718954248,0.32949649644406587,0.4382530120481928,0.6334164588528678,0.6116967132881964,0.5592705167173252,0.26177685225040764,0.21739130434782608,0.7046783625730995,0.5089242600233742,0.282312925170068,0.44206008583690987,0.7077534791252486,0.18046239285922272,0.1718123942239193,0.3377781153020422,0.292998859975599,0.1678066575467396,0.16209547674645106,0.23078076284593618,0.11383558539755993,0.09896090855843177,0.5162196604456472,0.09178621943827031,0.1392451683790823,0.1255156982029229,0.5169393013558516,0.23996181340849418,0.31313912344395683,0.34960346822507465,0.2128173501901531,0.1723924864063272,0.22326306205350888
Albany NY,1107,2014,0.0625,0.85,0.5294117647058824,0.4827586206896552,0.43127078483538406,0.44677871148459386,0.5369000284557867,0.4595552201582293,0.5451977401129944,0.2054794520547945,0.5822815646284597,0.16254036598493002,0.5882352941176471,0.744946260108513,0.5105421686746988,0.4763092269326683,0.6285910937579948,0.6170212765957447,0.5173624951453362,0.2984189723320158,0.6081871345029239,0.52174859514893,0.30952380952380953,0.30472103004291845,0.5168986083499006,0.2656912671259874,0.1959084008431891,0.5333551192625343,0.46955547825945043,0.20814479638009054,0.16551103237470138,0.3604345886545739,0.4990104186115987,0.5283863745402207,0.30242170941649676,0.23448948668451758,0.3284195509867702,0.2662531265207587,0.534821185978522,0.2821491926997204,0.3479286514655186,0.3108276125166241,0.2930367504835589,0.2865372953305033,0.1867184984437051
Albany NY,1107,2015,0.07142857142857142,0.85,0.7058823529411765,0.27586206896551724,0.41028225806451607,0.42997198879551823,0.5411365071714408,0.5288573560287838,0.5240112994350282,0.3424657534246575,0.5609081750901843,0.2874058127018299,0.5163398692810458,0.7967482319787478,0.42771084337349397,0.4488778054862843,0.6322673758790662,0.5881458966565349,0.6798412813313799,0.25889328063241107,0.52046783625731,0.4658277951115918,0.3231292517006803,0.1072961373390558,0.4691848906560636,0.33362369337979086,0.2630074424898512,0.524938038379875,0.4008799344580411,0.15701662041024664,0.13395945262409598,0.29320667897602193,0.5805440171512797,0.57553632063436,0.43047066583889426,0.40669240669240675,0.4920563366884434,0.2972740220595542,0.5387445496066878,0.33395390640046224,0.31684961891381425,0.22817973274055064,0.47754137115839246,0.2135695187165775,0.20319426960757486
Albany NY,1107,2016,0.0,0.8,0.6764705882352942,0.27586206896551724,0.5312550285892058,0.5350140056022409,0.6340692161211217,0.5600549002282373,0.6002824858757062,0.273972602739726,0.37136227198325833,0.2874058127018299,0.7058823529411765,0.7496067054287399,0.6174698795180723,0.5561097256857855,0.7349935006166024,0.6884498480243161,0.6513013343763574,0.3616600790513834,0.5789473684210527,0.43127733553177,0.391156462585034,0.0944206008583691,0.5029821073558648,0.2396745932415519,0.18195265933102017,0.4969320189473985,0.454949109597305,0.22661740201405486,0.10794651310584542,0.6696818804833591,0.6561007133625153,0.5994509091394904,0.6124037435587795,0.30462840098442834,0.46007132092290637,0.2960361242299568,0.6532691886505056,0.32089250518016876,0.3076422631996259,0.2791921489315239,0.3869364235055724,0.14443277310924368,0.13143313298271977
